sample_num,x,y,bm_CD20,bm_CD3,bm_CD44,bm_CD45,bm_CD68,bm_CAIX,bm_CK19,bm_CK5,bm_CK8/18,bm_CK7,bm_E/P-cadherin,bm_EGFR,bm_ER,bm_Fibronectin,bm_GATA3,bm_Histone H3,bm_H3K27me3,bm_p-HH3,bm_CK14,bm_Ki-67,bm_PR,bm_SMA,bm_Slug,bm_p-S6,bm_Twist,bm_Vimentin,bm_HER2,bm_CC3/cPARP,bm_p-mTOR,bm_p53,bm_AE1/AE3,bm_CD31/vWF
15,61.4375,4.03749990463257,0.0429211842341207,0.326951492643451,0.190291779990693,0.249284683363883,0.128707484188704,0.0264210124663494,0.0140450842445661,0.00581194147457972,0.000715735713973984,0.000606613074612763,0.0134201018787185,0.026004118785614,0.020899191543454,0.113021059722402,0.0185008477568807,0.235057259312904,0.137229136902073,0.0411109941038918,0.0200045199936738,0,0.0146551486305603,0.00147060104787091,0.101528347057993,0.0211401999385853,0.050364737731545,0.0309157093805823,0.0577374679852923,0.0506624263527264,0.0345985780391601,0.0466515557338177,0.00315732681340659,0.0888522769361711
15,69.9047622680664,2.28571438789368,0.0916304952754564,0.137539536231018,0.43917865995014,0.211531233034973,1,0.0564185113863749,0.103040887657646,0.0251026573388542,0.0599186215433676,0.0162017314865951,0.0799181198310193,0.0558141890943717,0.0814595355327757,0.12980678090774,0.0428624877150879,0.203753838661797,0.176861548375538,0.109466284190032,0.0188796868063821,0.0213016182637281,0,0.00448457680458914,0.215984704012046,0.0801044951198091,0.975621603563904,0.221861731746166,0.219098635508912,0.207337701223646,0.033442466620889,0.156882267966028,0.0546964198787625,0.0586128806185388
15,78.4081649780273,2.57142853736877,0.427139510865056,0.446505845710749,0.464365578366359,0.402486318443977,0.599308936756395,0.0420477401247369,0.0117337480794192,0.0166133447237512,0.00452658153485501,0,0.022302557527374,0.037967040103157,0.0428580758245155,0.0822669540447857,0.0231104068969782,0.334052941467364,0.25522570157088,0.0474672745633261,0.0267273994047734,0.00128038218960504,0.0492724577276883,0.00667708286782948,0.225643156002185,0.0355604245037228,0.361325299237322,0.209523565043116,0.212439396363248,0.173900550916475,0.050426533996257,0.0552984716511764,0.00330669507319047,0.191406272829599
15,115.411766052246,2.47058820724487,0.130807988904973,0.709901075873627,0.341529684562501,0.426205621526864,0.05728236954582,0.0334819559352756,0,0,0.00715048507269903,0.0050766964712686,0.0267312990529158,0.0194445229317799,0.0163320394190092,0.0734538142557263,0.0130049924496131,0.311728818364505,0.142273051666111,0.107103178614676,0.039653668602723,0,0.0173505990239204,0.0042946333848449,0.0758935052120112,0.0685343889017766,0.0610388242143263,0.0820851818620984,0.129074740689199,0.0627065962903205,0.0218563352363415,0.114631947250603,0.00144064650580818,0.0676773386237825
15,120.217391967773,2.39130425453186,0.0856600976580677,0.239995050985244,0.264237812713575,0.32055351949102,0.0286987888361944,0.0264788860509689,0.00466227143035938,0.0177968787867211,0.000607499833587619,0,0.00729090291346241,0.0318797988262753,0.0132311202717709,0.0959618644973637,0.0239025249391386,0.166173699342101,0.0366794655195289,0.081737218632902,0.0418722656527121,0.00221194426660172,0.0195541934312775,0.000154043267922682,0.0122631161704466,0.0487542445804508,0.0650537367654766,0.0554785173586515,0.0413423544916348,0.0550678829023908,0.0156125645321021,0,0.000535086179408462,0.0131528399239838
15,154.052627563477,3.36842107772827,0.876352082490179,0.346491673348538,0.47498125615011,0.425110630371667,0.0527795357096226,0.0604717724895813,0.0243283996147599,0.0186327993688225,0.0229598394575657,0.00642628898314506,0.025285071837134,0.0421933110621498,0.0966815432488836,0.15488805858062,0.0350283522960302,0.270541202478932,0.456677118416807,0.112818242896603,0.0307666632481334,0,0.05755135910565,0.00873258106385154,0.311493675613772,0.0620931720955393,0.113715445797185,0.183646121573655,0.212604132081993,0.0814625108148214,0.0527794452887549,0.100224309218534,0.0495742972655575,0.210813432206917
15,213.285720825195,2.5,0.185098820107313,1,0.639743711075558,0.944381951265787,0.209397335134869,0.0718886175148235,0.00634016470943269,0.0142071620731857,0.00558630089675703,0.000131746933860731,0.0192531596376188,0.0516307079693865,0.0748707320375816,0.327452706050079,0.0336192389493448,0.384548898266743,0.357193522457358,0.0698525791376063,0.0454726769591671,0.00537645658836591,0.0578856197636446,0.0023759066189253,0.360771839943116,0.0434285923693092,0.290524724226035,0.357718600114527,0.19186525765495,0.164358051973955,0.0672009529347188,0.0252887764474584,0.0060995014423492,0.0904628682975481
15,230.34782409668,2.17391300201416,0.0791239033352804,0.266714863270033,0.30640569884126,0.288023390708139,1,0.0463340283968268,0.0170538972561795,0.0246225651895541,0.00435718665134172,0,0.0150634787190174,0.0178501998073646,0.0536322690202191,0.166421004691562,0.044171908566613,0.187419836336468,0.354967299869803,0.223913663475129,0.0464179889649388,0,0.0722389885362258,0.00384474680399932,0.0756497256684306,0.0245860786637528,0.889460658602646,0.0357517638105426,0.0815567278733678,0.180205346680139,0.0295578435673138,0.156518139101197,0.000755214637792455,0.016647544610934
15,261.638885498047,2.52777767181396,1,0.367199159690667,0.373653061619647,0.482265929024967,0.119743087153473,0.0511603850724945,0.0174197221972535,0.018053803410995,0.00298154258361471,0,0.026500171836103,0.0621858947503604,0.0403071271306767,0.349220834759797,0.00497740120507713,0.372386114355762,0.153913045568782,0.0808340219351597,0.0505019713439244,0.024033037037552,0.0514758825925721,0.00409875991773639,0.308921055652175,0.0593104410130973,0.185752701312536,0.187495041206443,0.364815777624047,0.160040323231823,0.108753653056863,0.089285139263264,0.00770793653228783,0.03714932618509
15,280.052642822266,2.65789484977722,0.110714815557708,0.403157631277258,0.222093825122998,0.366294916356812,0.0583728644765237,0.0333036117442586,0.0504779332819566,0.00628165692855102,0.0371392955548484,0.0239278481493792,0.0430790469810872,0.0402455110709105,0,0.313661498272538,0.0174178137250267,0.198393888814389,0.228625799748172,0.00508915096077181,0.0244844378419046,0.0119763867643276,0.0393177921125463,0.0281944766301398,0.106582034329939,0.0221320803330971,0.12789404277557,0.135329209725025,0.1402608575394,0.177489237204985,0.0371024114694095,0.106004942557364,0.0895985878886444,0.0886922850106107
